문장,혐오 여부,문자 개수,y_pred
영화는 안봤지만 평소에 은혜를 입은 몸으로써 은고를 갚아야함은 지당하거늘,1,40,0
"'물이 고이니까요' 이 지랄할때 알아봤다

논리가 결여되어있는 인간이 뒷일을 생각할리 없지",0,52,1
XXXXXXXXXXX나 멌있엇어요,1,18,0
아니 서울에서는 메가박스 강남밖에 개봉안한다는건 보라는겁니까 말라는겁니까,1,40,0
아! 내가 정공읻흠! 아웨!힝!,0,17,1
존나 웃기더만 혓바닥이 왜 이렇게 다들 길어,1,24,0
그래그래이거야 ㅎㅎㅎㅎ,1,12,0
ㅜㅜ,0,2,1
대중이때보다 더하구만 ㅎㅎ,0,14,1
"인생은 원래 공평하지 못하다. 그러니 받아들여라. -빌 게이츠
난 이 말을 오래 전 접한 뒤로 점점 인생을 영악하고 악착같이 살게 되더라.
그러다 보면 가끔 사람 사이의 정이라는 게 무엇인지도 가끔 의심을 품게 되더라.",0,124,1
난 이런 자극적인 중세판타지물 좋아하는데. 망하긴 했나보네 후편 안나오는거 보면.,1,45,0
개꿀잼,0,3,1
아 졸라웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,32,0
정말 다행이다,0,7,1
조앙,1,2,0
여성인권이 전세계적으로 얼마나 바닥이면 여자 상대로 돈버는 기업도 저모양이노 후팔 다 망해야하노 ,1,54,0
너므조음으아아아 이제한회도안놓질거야,1,19,0
제목 완전 잘지었음 쟤내 진단명 궁금함 ㅋㅋ 싸이코패스 인가? 좀 다른거같은데,1,43,0
파리바게뜨 그만하고 샤니 합시다!,0,18,1
아 막 터트리고 싶어!,1,12,0
부성이형 왼팔 이식 간지,1,13,0
보영이누님 대상~~~,1,11,0
"토 나올 쉐끼덜,..툇",0,12,1
이것은 평행우주론에 새로운 전기를 마련한 역사적 발견이다.,0,32,1
진짜 무섭다 무서워 ;,0,12,1
덕이누님...,1,7,0
라미란씨 계속 오래하는 연예인이 되시길,1,21,0
"아가리만 터는 나를 부끄럽게 만드는구나

일전도의 굴욕이 반복되지 않도록 끝까지 싸워주기 바라며 진심으로 응원한다.",0,66,1
재기하노? 인증샷찍고가라 아들치게,1,18,0
존나재밋구만ㅋㅋㅋ운명의장난이네 서로,1,19,0
"감수성을 저미는,",1,9,0
미국의 다수파는 선진국 그룹 중에서 가장 후진적이고 구시대적인 집단. 마이클 무어같은 소수파가 있기 때문에 미국이 그래도 경쟁력을 발휘하는 이유.,1,81,0
"패기보소!! 그분의 재림인가?

페미 폭력→테러리스트",0,31,1
승재 좆나 나대넼ㅋㅋㅋㅋㄲㅋㅋㄲㅋㅋㅋ,1,20,0
일제시대때도 우리나라사람한테 저런건가?,1,21,0
사람이 하는일 살인 강간 전쟁 그리고 망각,1,23,0
칼 맞는 연기 1인자!!! 친구에서의 그 건 진짜 ㄷㄷㄷ,0,31,1
아프리카의 눈물이냐....,0,14,1
주작무새는 무시해라 지맘에 안드는 글만보면 부랄떨려서 주작이다주작우ㅜㅜㅠㅠㅠ주적구크크루ㅜㅜㅜㅜ하는놈 하나있음,1,60,0
그라싸이 브라나,0,8,1
정의라는 단어는 사라졌다.,1,14,0
인용한 거지만 재밌다 이기야 ㅎㅎ,0,18,1
의사에게 진찰받아 봤니?,0,13,1
나도 참전했었다 개뿌듯하다 다들 수고했다ㅠㅠㅠㅠㅠㅠ,0,28,1
좌빨들은 지네국가 털리는 내용이니깐 싫은거지?,1,25,0
오랜만에 웃엇다 ㅋ케케케케켁ㅋ겍,1,17,0
私はセックスが本?にしたい15?の男の子ですセックス家庭話したいです ?日自慰をして自衛することよりセックスがしたいです。女性生殖器に私の生殖器を朴で熱くセックスをしたいですセックス!セックス!セックス! あ、セックスしたいのにセックスできない本?に悲しい現?娼婦街はノッムビ,1,138,0
고운보다 훨씬 작문 좋은데??,0,16,1
퍄퍄777,1,5,0
소신이 없으니까 그렇다 어떻게 하면 사람들이 좋아하고 감동할수있을까만 생각해서 말하니까 무슨말을 했는지 모르지,0,61,1
캬~,0,2,1
보지달고 머갈통 정상이면 상황 굴러가는 꼴을 보고 오늘 현타 제대로 쳐맞을 수 밖에 없노. 환영한다 이기 ,1,59,0
"(절래, 절래)",0,8,1
자댕이새끼들이 열등한건 당연하지만 비리를 징계한걸 6갑질9이라 하다니 미개함이 도를 넘었노 공론화하고 다시 의원직 복귀하셔야한다이기야,1,74,0
에휴 조팔 나라가 참 드럽게 돌아간다 이기노? 군대랑 낙태가 어떻게 동일선상에서 거론될 수 있단 말이기 ㅋㅋ 저것도 사람인지가 의문이노,1,75,0
대재앙을 내리는 건 미식축구만큼 힘들다는 로키 ㅋㅋㅋ,1,29,0
불쌍하니까10점@@,1,10,0
"김세의...



응원한다...



이기야...",0,35,1
한남충들 종특이 협박 아니노 ㅋㅋㅋㅋ 역으로 한남무추들 실체밝히자 이기야,1,40,0
ㅋㅋㅋㅋㅋ이건 10점 줘야지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,33,0
신은 네 안에 있다,1,10,0
아빠 나 왜낳았어!!!,0,12,1
레알뿜음,1,4,0
이 돼지 지금도 살아있을까?,1,15,0
장군의 후예들 클라스 보소 ㄷㄷㄷ 오늘만큼은 똥송하지 않습니다...,1,37,0
"엠비씨몽이 죳박이일 시청률 머신이었는데 .. 넘아쉽다
죳같이 재미없던.이순길같은.새ㅣ끼보다 백배재밌음",0,57,1
"난 이게 취미일수있다는거에도 놀랐고,
정말 세상엔 다양한사람들이 많다고 다시한번느낌
다들 행복하게살자",0,58,1
True grit.,0,10,1
전두환이새끼는 죽어서 광주항쟁 피해자들에게 능지처참 당해라,1,32,0
ㅇㄱㄹㅇ 비상사태다.,0,11,1
상상만으로도 꼴리네.. 고준희 ...햐....,0,25,1
팔황자 때문에 병남.,1,11,0
볼망함 아이언맨 핵사기,1,12,0
용돈좀,1,3,0
끼요오오오오옷,0,7,1
개소름 무언가 돌파구가 필요할때 다 죽이는건가,0,25,1
나 ㅜㅜ,1,4,0
"TV조선, 조선일보의 방송이 이런 드라마를 내보낸다는게 정말 놀랍다...",1,40,0
저새낀 왜 혼자 부랄발작하노 똥내 오져벌임,1,23,0
썩어빠진 권위에 도전하는 평범한 대한민국국민을 응원합니다.,1,32,0
한대 얻어맞은것 같네..,1,13,0
888가야지 ~~~~,1,11,0
맨날 호통치시는 용왕아빠가 딸을 위해 큰희생을 할때 눈물이 주륵 ㅠㅠ,1,38,0
상한돼지고기먹으면 뇌종양생김,1,15,0
아... 저 우주오이....,1,15,0
[팬앤마이크]로 가면된다.,0,14,1
"조선인들은 중국의 옛 현인들의 말과 역사, 속담들로 가득 채워 문집을 만드는데,

사실 이를 제대로 이해하는 사람들은 없었고 시험관조차 이해하지 못하는데,

이렇게 이해하기 어려운 글일수록 사람들은 글을 쓴 사람을 대단하게 여긴다.

- 독일인 헤세 바르텍 -",0,151,1
해군의 어뢰에 침몰한 거 같다.,0,17,1
정리끝^^,0,5,1
그저 앤젤...,0,8,1
존나 웃기네여 ㅋㅋㅋㅋ,1,12,0
"""넌 나에게 신이었고 너의 편지는 성전이었다"". ??? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

사이월드 허세 시리즈가 괜히 나온 게 아니었어.",0,72,1
딱 배우들만봐도 영화 다 봤네,0,16,1
겨드랑이,0,4,1
쉐프...,0,5,1
오빠들 전화좀요 010-6460-5744,0,22,1
"엘젤두한이 엔젤이 되지않을뻔했노

하나님이 도운게 분명하다

내일도 새벽기도 나가야겠다",0,52,1
역시 의사;; 논리의 헛점을 파고드네,0,20,1
성공하는사람은 언니쪽 실패하는마인드는 사연의주인공.,0,28,1
영감님들 창의력은 진짜 ㅋㅋㅋㅋ,0,17,1
"나랑 동갑인거 같은데 암이라니

새삼 무섭다",0,26,1
요 배충이는 3급.....지적장애,0,18,1
해명하게 만들어야한다,0,11,1
역시 북미박스옾1위했던것들은 다 평타이상치는듯ㅋㅋㅋㅋ,1,29,0
스즈찡 도라와 ㅜㅜ♡♡♡♡♡,0,15,1
두번봤는데 개봉할때 어제. 마지막에 독일군이 그냥 간건 독일내에서 전투를 벌이고 있다는건 패망전 한두달전이다. 이미 그때는 전쟁에 염증을 느끼는 독일군들이 많았다 오죽하면 롬멜 조차도 반란으로 처형되었을까. 그냥 의미가 없음을 느꼈겠지.,1,132,0
진짜 남자다 오작두는,1,11,0
@미스딥트롯 봊같은 워마드,0,14,1
기무라 가족은 멸망해야 한다능,1,16,0
이런거 조읔,1,6,0
목소리가 너무 에러더라 .. 너무얇아서애같음,0,24,1
감사하오,0,4,1
무식한 색히들..그냥 뒤져라.,0,16,1
ㄹㅇ 사랑스럽긔,0,8,1
ㅋㅋ,0,2,1
로또 당첨 역대 최대액 되게 해주시옵고 8개국어 조지게 해주시옵고 탈조하게 해주시옵소서 보멘,1,51,0
사실을 사실이라 말하기 힘든 세상,1,18,0
진실을 외면하는자들은 결국 역사으 심판에 삼족이 멸할것이여,0,32,1
증권 시장을 소재로 이렇게나 재밌게 만드는게 전성기 시절 스톤,1,34,0
석궁 판사는 현재 대전고등법원장 ? !,1,21,0
이쁘당,0,3,1
쉐월레드립만없으면 완전부들거리게 할수있는 공격인데 쉐월레드립때문에 또 고인들과 묶고엮어서 패륜공격당할듯 쓸때없는드립으로 포인트에서 벗어난 헛점을 왜주는지.. 서인이도 헛점이너무많아.,0,101,1
오마이갓...ㅠㅠ,0,9,1
사람들은 모두 늙어. 왜냐하면 인생이 그런 것이기 때문이지.,1,33,0
우울할때마다 펼치면 속병이 낫습니다,0,19,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좆나 찔리니까 도망갔겟지 븅신인가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 씨팔 여자가 앵나 정직한거아니노?ㅋㅋㅋㅋ 냄져도 뒤졌겠다 만졌다고하면될텐데 ,1,90,0
비교되신다..,0,7,1
거장이다,0,4,1
내일 티비 안봐아겠다.,0,12,1
자수 안하고 여기서 글이나 싸지르고 난리노 좆팔놈아,1,28,0
이 정권 들어서면서 하루하루가 노무노무 스펙타클하다. 내일이 기다려지는 삶을 살 수 있으리란 생각을 접은지 오래였는데 이젠 달라졌다. 삶이 이리도 흥미진진하다는 걸 깨우쳐준 이 정권 관계자 모두에게 진심으로 고마움을 전한다. 난 또 내일을 기다린다.,0,139,1
해 줘도 이 난리 ^^,0,12,1
다중인격영화. 건물은 강제 폐쇄된 덴버주립정신병원이로구만.,1,32,0
킹근혜,1,3,0
솔직히 와꾸 내취향임 만나고 싶다,0,18,1
혼자서 1000명은 잡은거 같은 람보형 ㄷㄷ,1,24,0
"돈,, 돈이 문제야...",1,13,0
당시의 조선사회가 워낙에 쓰레기였던 점이 컸지.. 식민지시절이 뭐 그렇게 좋기만 했겠나 조선인들 일본사람들이 지금도 무시하는 것처럼 그땐 더했지,0,80,1
82un8000운다...,0,13,1
언제나 내마음 한구석에는 백설공주 그녀가 자리 잡고 있다!!,1,33,0
ㅋㅋㅋㅋㅋㅋ필력 미쳤노 ㅋㅋㅋ,1,16,0
기타짤 좆끼니까 짜식되시는거 봊나웃챙아니놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어떤련이 드립친거생각나뿟놐ㅋㅋㅋㅋㅋㅋ킹혜님 웃는거 노무 좋노,1,70,0
조권짱짱맨 ㅋㅋㅋㅋㅋㅋㅋㅋ,1,14,0
"와!

'창공으로' 관객 25명 실화냐?

진짜 내용은 커녕 이런 영화가 있었는지도 모르겠노.",0,56,1
저영화 찍을 당시 저 딸 역할의 배우의 나이는 18살 친구로 나온 요망한 년은 21살때 찍은 영화,0,54,1
춤이 은근히 키가 너무 크면 안어울리는데 비가 여러모로 자기 춤실력에 비하면 보기에 멋짐,0,49,1
당연한 걸 뭐...,0,10,1
의식없는 나라는 결국 자살율 1위라는 괴물을 낳는다,1,28,0
찍소리라도 내야겠다는 마인드가 졸라 멋짐,1,22,0
논리있는 흐름이 좋다,0,11,1
난 옛날엔 혼자있기 좋아했는데 요즘은 혼자있으면 심심하노 이건 왜이런거노?,1,41,0
끝까지 이렇게 뒷통수쳐도되는거임???,1,20,0
하이퍼리얼리즘이다,0,9,1
그렇게 어처구니 없진 않은데? 약간 전개가 얼빵해서 그렇지 설득력 있는데?,1,41,0
진정한게이의스토리,1,9,0
7광구보다 노잼인데....,1,14,0
영웅은 영웅을 말아 본거네,0,14,1
와 미쳣노 ㅋㅋㅋㅋㅋㅋㅋㅋ 머한민국 찌질 클라스....,1,30,0
"박종철이라는 인물도 제헌의회 일당...

고문으로 사망한건 유감스럽지만...

알려진 것처럼 순수하게 민주화운동한 게 아님",0,72,1
미투에 이어 석투 시작?ㅋㅋㅋ,0,16,1
뭘 힘들게 찾니 난 이제 얼굴보면안다,0,20,1
"내가 이래서 여자친구가 있었지만 죽여버렸다.. 강해지기위해..

이젠 만화경 사륜안을 쓸수있어!",0,55,1
설라도..,0,5,1
사랑스러운 드라마@@,1,11,0
전쟁에 선과 악이 어딨냐? 살아 남는게 중요할 뿐..,1,29,0
독일 선수 여러분 고맙습니다,0,15,1
어쩌면 기본 매너 따위는 필요없었는지도 모릅니다.,0,27,1
그렇습니다.,0,6,1
노무노무잘만들어서눈물이나네진짜노무노무감동이여서영혼이빠져나간다흑흑흑흑ㅋㅋㅋ,1,40,0
모래시계로 개떳엇지.,0,11,1
사소한 일로 살인 저지르는 바람에 손실이 얼마야..ㅋㅋㅋ,1,31,0
푸하하하하.....,0,10,1
생각나 ㅋㅋㅋㅋ 초딩때 신기했었는데 벌써 6년전 ㅋㅋㅋ,1,30,0
진짜 쫌더하면 망자들도 살아날기세...지겹다 정말..,0,29,1
'오에 시노부 - 야스쿠니신사'를 읽어보자,1,23,0
오나미 예쁨,0,6,1
민듀아아아아 펀~~~~치~~~!!!!,0,20,1
옛다 가져라,1,6,0
쯧쯧 걸레좆마냥 요리저리 흘리고다니니까 그렇노. 근데 이쁘노? ,1,35,0
환경을 살리고 사람을 죽인다 ^^,0,18,1
"눈물난다.
아주머니 너무 대단한 마음가짐이네...
참 안쓰러운 현실이다. 우리 20대 동생들이 이런 진짜 감사드릴 것엔 감사하지 못하는 현재의 모습이 너무 안타깝다.

연평해전 승리자 남한 국군에게 충성-

패배자 북괴들 많이 죽어서 도망친꼴봐라.",0,144,1
"@랄지찰즉무도하고 저 문자를 바탕하여 현재 한자의 모습으로 진화했다. 문명이란 건 결국 모두 한자에서 나온 것일 뿐. 인간이라는 건 한자를 아는 가 모르는 가 에 따라 짐승이고 인간인 것.



고대에 사용되었지만 그 고대로 부터 점점 새로운 창조가 일어날 때마다 단어를 붙여야 했고 그 단어를 늘려가며 지금의 형태가 된 것. 지금 한문의 조상으로 이해하면 이해 잘될 것이다. 별개는 아니지만 별개로 발전한 측면은 있다.",0,239,1
정의가 옳은것맞지만 항상이기진않아..,0,20,1
경주에도했는데,1,7,0
그래도. 그래도. 용기를 가져라.,1,18,0
물이 이렇게 깊은 줄 몰랐어요.,0,17,1
아니 제발제발제발 다시 방송해주세요ㅠㅠ~~~이제 수욜날 멀 보고 살라고!!!,1,42,0
학식련인데 돈벌면 적어도 한달에 두번은 갈듯ㅋㅋㅋㅋㅋㅋㅋ,1,31,0
존나 웃김ㅋㅋㅋㅋㅋㅋㅋ,1,12,0
개념부터 공략좀;;;,1,11,0
두번째 스토리 중간쯤 섰다..,0,16,1
인생에서 잘한일을 뽑는다면 허트로커를봤다는거,1,24,0
"이 색 연기 다 똑같음



지루",0,22,1
남 욕하고 다니지 말라는 어른들의 말씀이 괜한뜻이 아님,0,30,1
박수,1,2,0
"@시간아빨리가라 100명의 일반여성이 아니다....매춘여성..즉, 창녀.....그중 에이즈 있는 애라도 있으면';;;;",0,66,1
"秋美哀歌靜晨竝(추미애가정신병)

가을날 곱고 애잔한 노래가 황혼에 고요히 퍼지니

雅霧來到迷親然(아무래도미친년)

우아한 안개가 홀연히 드리운다.

凱發小發皆雙然(개발소발개쌍년)

기세 좋은 것이나 소박한 것이나 모두가 자연이라.

愛悲哀美竹一然(애비애미죽일년)

사랑은 슬프며 애잔함은 아름다우니 하나로 연연하다.

150여년 앞을 내다보신 조선시대 방랑시인 김삿갓님의 시다",0,226,1
응기잇~!,0,5,1
"패션을 선도하는 국가답게?

패션을 선도하는 국가답게?

패션을 선도하는 국가답게?

패션을 선도하는 국가답게?

이거보고 2주화",0,80,1
퍄퍄 상하나 줘라 ,1,10,0
이런 떡밥이라도 있어서 좋다.,0,16,1
돈 기죽지 말고 오늘도 화이팅!,1,17,0
이제 곧 사라질꺼야. 우리 이제 어떡하지? / 그냥 이 순간을 즐기자.,1,39,0
쉽게 비유를 들자면 양치기 소년. 늑대가 나타났다고 거짓말을 친 후 사람들이 도망가자 양치기 소년(정부)은 양을 착취. 늑대가 물어갔다는 핑계를 댐. 그리고 도망가는 사람들은 직접 늑대를 보지도 못했으면서 공포에 질려 도망하다 다치고 죽음.,1,134,0
박수치는건 재이있 종 일상,0,14,1
지들 의견이 사회적 의견의 하나가 될 텐데 이새끼들은 지 의견이 낙태죄 유지인 건 인정은 하노?,1,53,0
난 한번걸려봐서 괜추~,0,12,1
인간은 절대 이유 없이 친절하지 않다,0,20,1
흑좆갈좆에 어울리는 냄새노 썩은부랄 잘라버리고싶다이기,1,29,0
존경하노,1,4,0
돈이 하나도 안 아까움,1,12,0
ㄴ나련 저 짤보고 토 할 뻔 햇노 . ..ㅠ,1,24,0
진짜 웃음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,16,0
난 정말 좋아했읍니다,1,11,0
외모도 연기력도 애매하긴 하지..그걸 인정하기 싫어서 더 그러는 것일지도...,0,43,1
ㄱㄷㅋㄷ ㅈㅅㄱㄷ,1,9,0
"적을 믿는 자 죽어 마땅하다
ㅡ도쿠가와 이에야스ㅡ",0,28,1
앗 전차남!,1,6,0
사회생활 시작하고 이 글을 다시 보니 ㄹㅇ 팩트 그자체노,1,31,0
남들은 공부하면서 겸손을배웠다지만 나는 공부하면서 남들보다 조금더 많이안다는마음에 거만했던것같다,0,53,1
정길채라는 사람 지금 뭐하고 있을꼬?,1,20,0
6살 딸 재밌었다고 집에가서 그림으로,1,20,0
성모마리아 같은 미용실 노처녀 나무에서 떨어진걸로 퉁치는 쿨한 소년,1,37,0
이거보고 발렌타인데이 알았다...,0,18,1
섹스하자는 이야기인가,0,11,1
사랑스럽다,0,5,1
촬영장소는 1976년 돈암동 깨라벌중고등학교,1,24,0
이 가방 정말 무겁다.,0,12,1
알고 떠들어라 비가 월드스타가 아니라니 ㅡ ㅡ 비도 엄연히 미국이나 다른쪽에서 영화 찍엇고 싸이만큼이나 인기 졸라게 많다 싸대기 맞을 입털놈들아 ㅡ wc37 지긴다 koon 니도 입털지마라 아가리 없애 버리기 전에 비 월드 스타맞음,1,129,0
재미나네. 피아노곡도 효과적으로 좋게 들리고.,1,25,0
흑....흑ㄱ흑.....민족의 등불이..,0,22,1
에덴사랑합니다ㅋㅋㅋㅋㅋㅋㅋㅋ,1,15,0
나오겠지 하면 나오고 그렇게 되겠지 하면 그렇게 되는 영화,1,32,0
"쪼끔만 더 밀어붙이면!

우리가 이깁니다!

됐다!",0,32,1
왜 아무도 김리는 신경쓰지 않는건데ㅋㅋㅋㅋ,1,23,0
한입만...,0,6,1
쥐카...ㅠㅠ,0,7,1
수세미를 어떻게 만듦? ㄷㄷ,0,15,1
デ?タベ?スは結論を出すことができない。데이터베이스는 결론을 내릴수 없다 - 후쿠베 사토시,1,48,0
역시 신현준이구나,1,9,0
81년생 남자로서 어제1~50부까지 다 봤다는게 쪽팔리지않다 풋!,1,36,0
중남도 별로지먼 한남은 개좆같놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄹㅇㅍㅌ,1,34,0
영화 주인공 국이는?,0,11,1
"@오유에서온씹선비 Yo bro life goes on man
Give some respect to the dead",0,64,1
2번째 설명은 영어로 햇을까,0,15,1
으허허허 악마라마다.,1,11,0
하소연 누나 최고,0,9,1
아니 이잼있는게 시청률 10%도 안돼 ?타방송 경쟁이 쟁쟁해서 음..걱정마 종영전에는 30% 넘긴다왜냐 ? 느낌아니까,1,65,0
간지,0,2,1
다희 예전에 봉직할때 몇 번 환자로 왔었다. 그때 스무살. 이쁘고 얼굴거무튀튀하고 밝고 활달하고 리액션 좋고. 그 일 있고 못봤는데 안타깝다. 가수로 성공하겠다고 열심히 사는 중이라고 하던데.. 뭐가 진실인겨..구라면 삼대가 망해도좋다.,0,132,1
털렸네,1,3,0
"자고일어났니 마니를 떠나서 눈빛봐라...





절대로 보통사람 눈빛이 아니다.

사주받는 사람 눈빛임.



한마디로 광대라는 말이다...",0,91,1
"점점 더, 젊은 사람들이 공부하려고 해외에 간다.",0,27,1
에브라 왈 : 나는 바보입니다 ㅋㅋㅋ,1,20,0
조금은 역겹다 .. 그래도 무라카미류 잖아.,1,24,0
신구,1,2,0
그 호텔은 최고의 서비스로 알려져 있다.,0,22,1
폐지하면 kbs 안볼거임 내가 유일하게 보는 프로임,1,28,0
제발 쓰기도실타,1,8,0
그냥 안봐야지 ㅋ,1,9,0
자세히보면 조개노출있다 한명은 빽이고 한명은 털,1,26,0
힘내기,1,3,0
K6.. 크고 아름답노,0,12,1
일본실무자의 플레이 때문에 김경석씨가 열받아 일찍 돌아가신 것 같다 TT,1,40,0
이안은 MILF가 땡기면 지 엄마랑 해도 되었을텐데 섹시한 엄마 놔두고 못생긴 로즈한테 끌렸다는게 이해가 안감..절친 톰이 지엄마 따먹은거 복수할려고 엄마 위에서 열심히 박아대는데 분노하기는 커녕 질투심 조차도 안느낀다는게 신기함.,1,129,0
ㅗㅜㅑ...,0,6,1
ㅋㅑ 올만이노 잘봄,0,10,1
아 기대햇는데,0,7,1
"""교실에 불끄고 있으면 선생님들은 불을 키며 항상 이렇게 말한다 """"니들이 어둠의 자식들이냐?""""라고""",1,57,0
ㅅㅌㅊ,1,3,0
끝난일은 묵묵히 참고 지내야 하는거지....과욕은 자멸..,1,32,0
맞노 나도 개머지들이랑 좆목질하는거 존나 싫어하고 나 혼자 할 수 있다고 생각하는 년이노. 인간관계도 노무 깊으면 지친다 이기야 적당히 먹버해서 능력 키울거노,1,88,0
