문장,혐오 여부,문자 개수,y_pred
춤이 은근히 키가 너무 크면 안어울리는데 비가 여러모로 자기 춤실력에 비하면 보기에 멋짐,0,49.0,1
ㅇㄴ 부러움 나도저렇게되고싶다ㅋㅋㅋㅋ,1,20.0,0
당연한 걸 뭐...,0,10.0,1
논리있는 흐름이 좋다,0,11.0,1
끼요오오오오옷,0,7.0,1
하이퍼리얼리즘이다,0,9.0,1
간통죄는 폐지됐지만 집 떠나면 개고생입니다,1,23.0,0
Stupid,0,6.0,1
소야. 하늘가서 잘 지내.,1,14.0,0
개꿀잼,0,3.0,1
개소름 무언가 돌파구가 필요할때 다 죽이는건가,0,25.0,1
딸내미 아들내미 죽이고 싶다. 퍼지의 날에,1,23.0,0
오랜만에 보니 자꾸 이상준씨 생각이 ㅋㅋㅋ,1,23.0,0
이쁘당,1,3.0,0
믿거정. (믿고 거르는 정우성 영화),0,20.0,1
성공하면 가치 있고 성공하지 못하면 가치가 없는 걸까? 가치있는 사람들 이야기,1,43.0,0
광어광어 우럭 도다리 8ㅁ8,1,15.0,0
"원래 순간만 참으면됨. 모두 그 순간을 못 참아서 낭패를

봄",0,36.0,1
나와 똑 같 다,1,8.0,0
수동적으로 받아들이는 대중들.. 그리고 그것을 이용한 사기극 !,1,35.0,0
언젠가 오감으로 클래식을 즐길 날이 오겠지?,1,24.0,0
뭘 힘들게 찾니 난 이제 얼굴보면안다,0,20.0,1
ㅇㅋ다솔,1,4.0,0
6살 딸 재밌었다고 집에가서 그림으로,1,20.0,0
독일에서 터키로 터키에서 독일로 옮겨지는 관이 가슴을 먹먹하게 한다.,1,38.0,0
그녀의 말은 사실과 전혀 달라.,0,17.0,1
재밌었음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 가브 귀여웡 ㅋㅋ,1,29.0,0
이명박 뽑은 자들이여 손모가지를 쳐라~!!,1,23.0,0
유리코 완전 이쁘네ㄷㄷㄷㄷㄷㄷㄷㄷ,1,18.0,0
다시는 저런일이 생기지 않길,1,15.0,0
만킹이 형꺼는 일단 고!,1,13.0,0
온갖 B형 남자들은 다 0점 줬나보네 ㅋㅋㅋㅋ 소재 자체가 남자들을 빡치게함 ㅋㅋㅋ,1,46.0,0
이xx들 무개념이네..,0,12.0,1
그렇습니다.,0,6.0,1
"방석집이 재미있제 ㅋㅋㅋㅋㅋㅋ
마 썰좀 더 풀어바라",0,29.0,1
이거 보고물 주문했노ㅋ 40통 주문했다이기야,1,24.0,0
"그 어느 장소에서 만나건 한구에서 근무 했던 미군출신들은 친한이시다.
생명다해 지킨 조센이 배은망덕의 늪에 빠져 허우적 거리고 있는 현실이 참담할 뿐이며

문사탄을 위시한 ㅃㄱㅇ들 그리고 2차세계대전시 조센을 악랄하게 고문했던 일본 그리고 고모부,형 기타등등 제 앞길 걸림돌이면 그냥 서슴 없이
죽여 버리는 김정은 이 모습들이 악이 현존하고 있는 현실을 조명해 주고 있는 것이다.

스스로들 자신 정신 잘 건수해서 악의 시다바리 도구는 되지말자",0,254.0,1
와 결승전에서도 와와소리는안냈는데 무스물춤은진짜 미쳤다 ㅠㅠ 어좁싫어하는데왤케멋있냐,1,46.0,0
나 학창시절 학교여자영어샘이 있었다. 그샘은 신랑과 불화가 심한지 수업중에도 늘 남자새끼들은 화를 있는 끝까지 내게 만들어봐야되. 그래야 착한지아닌지 알수있어 이런식으로 수업하면서 남자에 대한 반감이 너무 심한 샘이라 영어수업이 늘 불편했다.,0,135.0,1
탕웨이가 스크린을 잡아먹었다,1,15.0,0
구독중입니다,0,6.0,1
콩은 까야 제맛이지 ㅋㅋㅋ,1,14.0,0
푸하하하하.....,0,10.0,1
적당하다 끝까지누군지 모르겠다,1,16.0,0
결혼식에서 생판모르는 이에게 똥물을 맞은사람 도대체왜?,1,30.0,0
진짜 쫌더하면 망자들도 살아날기세...지겹다 정말..,0,29.0,1
덕분에기분좋아졌다ㅎ,0,10.0,1
오나미 예쁨,0,6.0,1
민듀아아아아 펀~~~~치~~~!!!!,0,20.0,1
생긴것만 봐도 멍청한게 으스대는 느낌.,0,21.0,1
"역시 유전자는 언제나 새로운것을 만들어낸다..

유전자의 무한한 시도는 정말 위대하다",0,49.0,1
죄 짓고는 못 산다.,1,11.0,0
어떻게 한명도없냐 ???,1,13.0,0
ㅎㅈㅁ,1,3.0,0
괘념치 말아라,0,7.0,1
성대에 살이꼈노. 살은 빼고 휴가간거노?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,46.0,0
많이 본 얼굴이라 찾아보니 av배우네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ키타가와 에미,1,41.0,0
ㄳㄳ 혹쉬 그냥 몰라서 말씀드리는데 스티로폴 물어뜯을수도 있어성.. 건강에 안좋을수도 있을거같음... b,0,58.0,1
영국식 개그센스 ㅋㅋ 특히 마지막 영국 여왕 패는거 빵터짐,1,32.0,0
오줌싸러 못감,1,7.0,0
환경을 살리고 사람을 죽인다 ^^,0,18.0,1
"눈물난다.
아주머니 너무 대단한 마음가짐이네...
참 안쓰러운 현실이다. 우리 20대 동생들이 이런 진짜 감사드릴 것엔 감사하지 못하는 현재의 모습이 너무 안타깝다.

연평해전 승리자 남한 국군에게 충성-

패배자 북괴들 많이 죽어서 도망친꼴봐라.",0,144.0,1
중간에 시가전 진짜 개 쩐다 ㄷㄷ,1,18.0,0
"엘젤두한이 엔젤이 되지않을뻔했노

하나님이 도운게 분명하다

내일도 새벽기도 나가야겠다",0,52.0,1
우리나라에도 저런 기자가 있을까?,1,18.0,0
ㅎㄷㄷ 악플을 왜 엉뚱한 사람한테 잡고 보면 또 그 성별일 듯,0,34.0,1
"@랄지찰즉무도하고 저 문자를 바탕하여 현재 한자의 모습으로 진화했다. 문명이란 건 결국 모두 한자에서 나온 것일 뿐. 인간이라는 건 한자를 아는 가 모르는 가 에 따라 짐승이고 인간인 것.



고대에 사용되었지만 그 고대로 부터 점점 새로운 창조가 일어날 때마다 단어를 붙여야 했고 그 단어를 늘려가며 지금의 형태가 된 것. 지금 한문의 조상으로 이해하면 이해 잘될 것이다. 별개는 아니지만 별개로 발전한 측면은 있다.",0,239.0,1
알고 떠들어라 비가 월드스타가 아니라니 ㅡ ㅡ 비도 엄연히 미국이나 다른쪽에서 영화 찍엇고 싸이만큼이나 인기 졸라게 많다 싸대기 맞을 입털놈들아 ㅡ wc37 지긴다 koon 니도 입털지마라 아가리 없애 버리기 전에 비 월드 스타맞음,1,129.0,0
아이린 같은 년보단 나음 인기 많지만 페미 인증한 스타 아이돌들 보다 훨씬 낫다,0,44.0,1
물이 이렇게 깊은 줄 몰랐어요.,0,17.0,1
요즘 20대가 돈없어서 성매수를 안한다니? 여친보다 창녀가 싸게 먹힌다며 비교글도 올리는게 요즘 한남인데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그리고 필리핀 코피노 애비하면 보통 꼰대새끼들을 떠올리지만 사실 90퍼센트 이상이 20대 유학남이라는 기사도 봤노 공부하라고 보내놨더니 똥걸레창남새끼들,1,153.0,0
결론은 아방궁에서 인육쓴거 맞구요 이건 정말 짱!,1,27.0,0
네이버에서 기자평론 없애면 안되나 씨네21 애들은 그냥 관심받고 싶어서 난리치는 일베같은 놈들이나 별다를바 없어보인다..,1,67.0,0
두번째 스토리 중간쯤 섰다..,0,16.0,1
미진이 바보같은것아 슈퍼에 도착햇으면 112에 먼저 신고를 할것이지 112에 신고를 해야지 ㅠㅠ,1,53.0,0
폐지하면 kbs 안볼거임 내가 유일하게 보는 프로임,1,28.0,0
"이 색 연기 다 똑같음



지루",0,22.0,1
남 욕하고 다니지 말라는 어른들의 말씀이 괜한뜻이 아님,0,30.0,1
더러운 이름 세개의 별 그래서 나도 그쪽물건은 되도록이면 안사려고 함,1,38.0,0
ㅠㅠ....,0,6.0,1
이제 이런 시대로 돌아가긴 힘들겠지?,1,20.0,0
"자~~

어이구야 허허허

웁!

또로로록!",0,30.0,1
"당근 좆선에서 삼성 같은 대기업 까는 이런 영화 만들면, 당장 빨갱이라 비난 당하고, 여기는 일베충들한테 테러당하지. ㅋㅋ",1,68.0,0
selena gomez!,1,13.0,0
"秋美哀歌靜晨竝(추미애가정신병)

가을날 곱고 애잔한 노래가 황혼에 고요히 퍼지니

雅霧來到迷親然(아무래도미친년)

우아한 안개가 홀연히 드리운다.

凱發小發皆雙然(개발소발개쌍년)

기세 좋은 것이나 소박한 것이나 모두가 자연이라.

愛悲哀美竹一然(애비애미죽일년)

사랑은 슬프며 애잔함은 아름다우니 하나로 연연하다.

150여년 앞을 내다보신 조선시대 방랑시인 김삿갓님의 시다",0,226.0,1
뵘이 지휘한 브루크너 4번 듣는데 레알 너무 지린다. 왜 디지털 이후의 녹음에는 이런 명연이 안나오는 걸까?,0,60.0,1
"가해자 아님 동조자 아님 방관자, 그리고 피해자",1,26.0,0
진심으로 죽이고싶노. 죽었으면 좋겠다 이기야. 이게 국가노? 법이노? 법무부 할배자댕이들 싸그리 모타다 고문6969번 한 뒤 태워서 박멸해야한다 이기야. ,1,86.0,0
응기잇~!,0,5.0,1
내가444를 없애주지,1,11.0,0
"패션을 선도하는 국가답게?

패션을 선도하는 국가답게?

패션을 선도하는 국가답게?

패션을 선도하는 국가답게?

이거보고 2주화",0,80.0,1
수진아... 내가 그렇게 싫으냐?...,1,21.0,0
정리끝^^,0,5.0,1
"아름다운 것 같은데, 아숴워 난 한번도 구경하지 못했고~~",1,32.0,0
ㅋㅋㅋㅋㅋ,1,5.0,0
"코로나땜에 혼란스러운 와중에

한국 영화가 영화계 최고 권위 있는 단체에서 최우수상을 탔다
그러니 희망을(?)가져라 뭐 이런 취지 아닐까",0,79.0,1
"우유, 버터 그리고 잼이 필요해.",0,18.0,1
이런 떡밥이라도 있어서 좋다.,0,16.0,1
박수치는건 재이있 종 일상,0,14.0,1
난 한번걸려봐서 괜추~,0,12.0,1
유영철 아들은 어떻게 살고 있을까?,0,19.0,1
인간은 절대 이유 없이 친절하지 않다,0,20.0,1
"얼굴만으로 미래가 보이기 쉽지않은데 ,,",0,22.0,1
ㄹㅇㅋㅋㅋㅋㅋㅋㅋ동공지진구경 봊잼이노ㅋㅋㅋㅋㅋㅋ,1,26.0,0
.................,0,17.0,1
또 일베애들 등장했네ㅉㅉ,1,13.0,0
악마에게 영혼을 팔면 안된다는 느낌이.. 뭐 팔수나 있으려나 모르겠지만말이지,1,42.0,0
다 털리니 비빌 사람도 없는데 세상에 지가 지 무덤을 팠네그려. 저 언니 연기 진짜 잘한다. 지인 중 허영끼 쩌는 사람이랑 너무 닮았네.,1,76.0,0
그리고 이어지는 무수한 악수요청,0,17.0,1
시저 그만하고 노무현합시다!,1,15.0,0
"기가 차서 딱히 욕도 안나온다.

상식 밖의 일이 계속 연달아 터지니 세상 참 웃기게 돌아간다 . 아 ㅋㅋ",0,61.0,1
눈치챘는가?,0,6.0,1
주진모진짜잘생겻다♡,1,10.0,0
외모도 연기력도 애매하긴 하지..그걸 인정하기 싫어서 더 그러는 것일지도...,0,43.0,1
결말의 의미공자가 자연에 숨어사는 노자에게 말했지. 짐승도 끼리끼리 사는데 사람이라고 따로 사냐고 진정 순수함은 더러운것사이에서도 그 빛을 유지하는것 ·,1,85.0,0
엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제리케이형ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,27.0,0
민경욱 이사람 정말 맘에 듬.,0,16.0,1
"적을 믿는 자 죽어 마땅하다
ㅡ도쿠가와 이에야스ㅡ",0,28.0,1
ㅋㅋㅋ이게지루하다고? 미친거아니냐? 대부다대부..,1,27.0,0
모르는 사람은 모른다. 대충 보면 아무것도 알지 못한다. 정확하고 디테일하게,1,42.0,0
팔로잉보고 8번 뿜엌~,0,12.0,1
미국이라는 나라는 참...,1,14.0,0
뭐가됐든 모금은 적극적으로 참여하겠다이기 뒈짖 항상 고맙다,1,32.0,0
얘들아 너넨 꿈을 가져야 해,1,15.0,0
무식한 김치년들이 평점테러했었네 7번방 따위한테 몰표주는 수준낮은것들 ㅋㅋ,1,41.0,0
착한 사진관 직원 '싸이' 우연히 좋아하는 여자의 남편이 바람피는 사진을 목격,1,43.0,0
남들은 공부하면서 겸손을배웠다지만 나는 공부하면서 남들보다 조금더 많이안다는마음에 거만했던것같다,0,53.0,1
용철아 애송이?니가 시나리오쓰면 저거보다잘쓰냐?그냥 그따구로할거면 감상평달지마라 역겹다;,1,49.0,0
'오에 시노부 - 야스쿠니신사'를 읽어보자,1,23.0,0
ㅋㅋ개콘보다 더 재미나다,1,13.0,0
남자라면 주식 주식이 답이다,1,15.0,0
하지원 졸라 이쁘다,1,10.0,0
"저거보고
나도
울었슴",0,13.0,1
이거보고 발렌타인데이 알았다...,0,18.0,1
999,0,3.0,1
섹스하자는 이야기인가,0,11.0,1
맞아! 저녘식사 출동이다!,1,14.0,0
사랑스럽다,0,5.0,1
5천년 역사 풉~풉~~,1,12.0,0
같이 사는 사람을 원망하지마...,1,18.0,0
씌앙놈이 앙탈은^오^ 창놈이노,1,16.0,0
지미 머리 감을때 미남이더라...,1,18.0,0
이 가방 정말 무겁다.,0,12.0,1
☆☆☆☆☆,1,5.0,0
그래서...?,0,7.0,1
구숙정 양채니 쌍두마차의 미모대결,1,18.0,0
난 문소리씨인줄도 모르고 봤네,1,16.0,0
"닥터슨트레인지가 즐겨듣는노래



Feel so good",0,35.0,1
흑....흑ㄱ흑.....민족의 등불이..,0,22.0,1
멋있당,1,3.0,0
슬프다 사는게 .젊은애들 일하는거 보면 힘이난다,1,26.0,0
광고같아서 싫다는 사람은 뭐임ㅋㅋㅋㅋ광고영환줄 모르고 봤음?,1,33.0,0
시청률 50%가 넘는데 평정 왜이래 ㅋㅋㅋ 솔직히 전쟁신이 좀 허졉함 cg라도 썼어야함,1,48.0,0
"쪼끔만 더 밀어붙이면!

우리가 이깁니다!

됐다!",0,32.0,1
요즘 대세인가 마일즈 텔러 ㅎㅎ,1,17.0,0
니 웃는 모습이 좋아.,0,12.0,1
한입만...,0,6.0,1
진짜 남자다 오작두는,1,11.0,0
세월이여...,0,7.0,1
쥐카...ㅠㅠ,0,7.0,1
수세미를 어떻게 만듦? ㄷㄷ,0,15.0,1
"내가 이래서 여자친구가 있었지만 죽여버렸다.. 강해지기위해..

이젠 만화경 사륜안을 쓸수있어!",0,55.0,1
영화 주인공 국이는?,0,11.0,1
ㅗ,1,1.0,0
나도 저렇게 살아보고싶다,0,13.0,1
"@오유에서온씹선비 Yo bro life goes on man
Give some respect to the dead",0,64.0,1
2번째 설명은 영어로 햇을까,0,15.0,1
혹독하게 쪼아대면 이리와 이년아 하면서 계단 벽으로 세차게 몰아붙이는거다,0,40.0,1
필름코멘트 선정 100대 영화에 들어간거 축하,1,25.0,0
얼음은....문명이다...가 아니고 암모니아가 문명이다.,1,31.0,0
이 얼마나 추악한 세상이냐,1,14.0,0
일리네어 11:11 한시간뒤 발매,1,18.0,0
이니야니돈좀 기부해라이좀만아,0,15.0,1
하소연 누나 최고,0,9.0,1
간지,0,2.0,1
다희 예전에 봉직할때 몇 번 환자로 왔었다. 그때 스무살. 이쁘고 얼굴거무튀튀하고 밝고 활달하고 리액션 좋고. 그 일 있고 못봤는데 안타깝다. 가수로 성공하겠다고 열심히 사는 중이라고 하던데.. 뭐가 진실인겨..구라면 삼대가 망해도좋다.,0,132.0,1
토모히사 존나 잘생겼네,1,12.0,0
"자고일어났니 마니를 떠나서 눈빛봐라...





절대로 보통사람 눈빛이 아니다.

사주받는 사람 눈빛임.



한마디로 광대라는 말이다...",0,91.0,1
"점점 더, 젊은 사람들이 공부하려고 해외에 간다.",0,27.0,1
그 호텔은 최고의 서비스로 알려져 있다.,0,22.0,1
미국식 영웅주의라고 까대는 넘들아...저런 상황에선 일반 사람도 영웅이 될수 밖에 없는거다.,1,51.0,0
몸에 나쁜 음식이 더 맛있는 법이지. 햄버거 먹는 느낌..ㅋㅋ,1,34.0,0
이 비디오 우리집에 있다.. 누가 반납안한거 같은데.. ㅋㅋ,1,33.0,0
중남도 별로지먼 한남은 개좆같놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄹㅇㅍㅌ,1,34.0,0
남희석 닮았노,1,7.0,0
"부가 설명

저 보석 루이 14세의 보석임

떡치는거 여자가 남자 덮친거임

가치를 가히 상상하기 힘들 정도의 루이 14세 보석 바닷속 수장잼",0,85.0,1
오늘볼꺼임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,34.0,0
K6.. 크고 아름답노,0,12.0,1
분명히 내 몸은 선진국에 있는데 내 몸은 좆국이노. ,1,29.0,0
응 똥꼬섹스 재기ㄱㄱ,1,11.0,0
우리가 처했으면 했을 여러 행동들이 공감이 많이 간다,1,29.0,0
한대 얻어맞은것 같네..,1,13.0,0
진심으로 무섭다..ㄷㄷ 남편새끼 존나 답답이ㅡㅡ,1,26.0,0
아 기대햇는데,0,7.0,1
한국에도 쓰레기들땜에 영원히 식민지노예국일수밖에 없지..친일파 그리고 힘있는자한테 붙어서 기생하는 법조계 똥대가리들,1,64.0,0
휴 그랜트♡ 역시 휴 그랜트야~!!,1,19.0,0
충성심1% 교감99%,1,11.0,0
카민 지오비나조를 더 많은 데서 볼 수 있음 좋겠다ㅜ,1,29.0,0
아주 조아~,0,6.0,1
20대라니 충격이다,0,10.0,1
아키야마 존나 처발린영상 보고나니 암세포가 사그라드는 느낌이예여,0,35.0,1
목매달았는데 다들 지 할일만 하는거에서 소오름..,1,27.0,0
미국의양심!! 이런 노력으로 언젠가는 변하길 기대해본다,1,30.0,0
나는 역전만 본다^-----^,1,16.0,0
공작은 그냥저냥 볼만했는데,0,14.0,1
ㅠㅠㅠ 행복했으면 좋겠다,0,13.0,1
아 천재노?ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,19.0,0
간만에 실컷 웃었네옄ㅋㅋㅋㅋ,1,15.0,0
"홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노
홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노
홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노
홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노
홍어와 쥐포새끼들을 죽일 수 있다면 이것도 나쁘지 않은 방법이노",0,183.0,1
"""설령 그가 """"김철수"""" 였다 해도 문제는 그가 아니라 이나라의 역사이다.""",1,43.0,0
그래... 바로 이거지,1,12.0,0
그래봐야 지점 하나 처분했다는 얘기 아닌가,0,23.0,1
송일국 잘어울림 ㅋㅋ 비 주연의 도시정벌도 곧 나올듯 ㅋ,1,31.0,0
"나랑 동갑인거 같은데 암이라니

새삼 무섭다",0,26.0,1
꼭두각시.... 요즘 들어 많은 것을 시사하는 단어,1,28.0,0
인용한 거지만 재밌다 이기야 ㅎㅎ,0,18.0,1
spider pig. spider pig. does whatever spider pig does.,1,54.0,0
수진아잘지내니...?,1,11.0,0
"아 전땅크성님,,, 진짜,, 그러길래 홍어를 그냥놔둔겁니까? 왜? 왜왜왜? 이모든게 당신때문입니다",0,54.0,1
나라면 저런상황에 닥치면 어떠한 결정을 했을까,1,25.0,0
인터넷이라고 쓰레기라는둥 막말하네 캠코더도 못쓸 쓰레기같은 놈이,1,35.0,0
"@시간아빨리가라 100명의 일반여성이 아니다....매춘여성..즉, 창녀.....그중 에이즈 있는 애라도 있으면';;;;",0,66.0,1
브라질좀 본받자,0,8.0,1
화사빼고 다 좋은데 ㅋㅋㅋ,0,14.0,1
"패기보소!! 그분의 재림인가?

페미 폭력→테러리스트",0,31.0,1
개콘보다 잼나네,0,8.0,1
저 시절까지만도 정준 인기 많았어 드라마에도 꽤 나오고 나랑 나이 비슷하고 당시엔 좋아했던 배우였는데,0,56.0,1
ㄴ맞노 양심치과의사보이라고 그남이 말하길 치과남의사는 거의다 꽃뱀 창놈이라고 하더노 그래서 자적자로 남의사가 왕따당하고 유튜버 활동하던데 치과남의사들이 어떤 창놈짓을 하는지 궁금하면 정보 먹버용으로 써라 이기,1,116.0,0
눈물난다진짜 ㅋㅋㅋ,0,10.0,1
쳐 웃기는,0,5.0,1
묵직하다;;,0,6.0,1
하아아아아앍하아아아아앍,1,12.0,0
사람을 가지고 놀다가 제 자리에 갖다 놓는구나. 8년의 세월과 시련은 누가 보상하냐?,1,47.0,0
와 엉덩이봐 아아아 누나~허어엉,0,17.0,1
"불교나 무속이 많고 기독교가 보편화가 안되어있어서 그렇다.

일부일처 개념이 없는거.

근데 건축보면 우리보다 더 좋은 곳도 많음.

소수민족들 전통건축 아름답지.

그러지말라해라",0,108.0,1
미자 할머니가 시동호회 회식 자리에 갓다가 음식점 앞에서 쪼그려 앉아 울때 옆에와서 위로하던 경찰에게 손자의 범죄를 고백한거 맞는거죠?,1,75.0,0
포장을 잘못했어 스와핑이 뭐야,1,16.0,0
그렇게 어처구니 없진 않은데? 약간 전개가 얼빵해서 그렇지 설득력 있는데?,1,41.0,0
흐흐 영계다,0,6.0,1
피의 크리스마스 ㅋㅋㅋㅋㅋㅋ,0,15.0,1
고천락 조한선이랑 닮았다 ㅋ,1,15.0,0
전두환 시대를 그리워하는 놈들아 너희들은 그시대에 태어났으면 그냥 맞아죽었어,1,42.0,0
잘생김,0,3.0,1
CNN; Chicken Noodle Network,0,27.0,1
심각한 메타포로 위협하는 강력하고 묵직한 서부극,1,26.0,0
재미나 나도내일봐야지 ㅋㅎㅋㅎㅋㅎㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋㅋㅎㅎㅋ,1,35.0,0
오랜만에 웃엇다 ㅋ케케케케켁ㅋ겍,1,17.0,0
이마 주름이 인상적이야,0,12.0,1
"이걸 만드는게, 용기가 필요했을거 같고, 노력도 상당했을텐데. 박수 보내드리고 싶어요",1,47.0,0
에단호크: (집에 돌아오며)휴 오늘 하루 참 보람있게 살았군.,1,34.0,0
좌빨들은 지네국가 털리는 내용이니깐 싫은거지?,1,25.0,0
ㄷㄷ,1,2.0,0
너무좋음무왜이리적게함??????????????????????????????????????,1,49.0,0
ㄹㅇ 사랑스럽긔,0,8.0,1
일단..모르것다 보냈다,0,12.0,1
명작이다,0,4.0,1
차음 알았다...,0,9.0,1
"봊나 연하충들 애교 부리면 개패고싶노,,",1,22.0,0
미투에 이어 석투 시작?ㅋㅋㅋ,0,16.0,1
최강미국,0,4.0,1
북한을 너무 사랑한죄,0,11.0,1
이거 지대론데,1,7.0,0
응~ 느개비ㅋㅋㅋㅋㅋ 망혼은 무슨 한남짭추 양남 핑좆되는 소리하고 앉아있네 탈조할꺼노 븅신짭추새끼들아ㅋㅋㅋ 니들끼리 후장칙칙폭폭하다가 망해라이기야ㅋㅋㅋㅋㅋ,1,86.0,0
쫘장면이나많이멕여라,0,10.0,1
난 시간없어서 잠깜 쉴때마다 5분 10분 영화 요약해서 보는거 나름 재밌게 봤는데 프랑스나 다른 재밌는 영화 소개 시켜주는것도 좋았고,0,74.0,1
안산....더이상의 수식어는 필요없다,0,20.0,1
이제는 전세계 사람들이 하나가 되어야한다,1,22.0,0
스토커여자 대단하다는 생각이든다 ㅋㅋ,1,20.0,0
??뭐가 문제인거노?,1,11.0,0
핵잼핵잼핵잼핵잼핵잼,1,10.0,0
왕가위를 닮았더라,1,9.0,0
ㅇㄱㄹㅇ 드라마는다개구라임,0,14.0,1
6,0,1.0,1
최정민이누구샤,0,7.0,1
천사도 인간을 부러워 하더라,1,15.0,0
성인 호그,1,5.0,0
진보는 진짜 못말린다.,0,12.0,1
더올리라ㅋㅋ잼씀,0,8.0,1
영화보고 또 과기부 예산 존나주겠노 ㅋㅋㅋ 이새끼 맨날 영화쳐보고 감동처먹고 그대로 표출함,0,50.0,1
재우듀투ㅐㅈ킌주어ㅓㅗ,1,11.0,0
아...그새끼를 그때 죽였어야됬는데...,1,22.0,0
"입술,혀색은 거짓말을 하지않는다",0,17.0,1
난 샤워를 하네~따뜻한 물에 흙도 씻고~♬,1,23.0,0
모든 해는 지게 되어있다,1,13.0,0
더럽게 처리되는 고기가 문제지 소도축이 문제가 아니자나,1,30.0,0
다음주 토요일이 막지막대있데..,1,17.0,0
난딱내타입 중간에울엇다 ㅠ,1,14.0,0
월베로 ㄱㄱㄱㄱ,1,8.0,0
풀 지아마티 레알 불쌍함,1,13.0,0
"리멤버미, 아임 인 데데데데인져",1,17.0,0
동심이살아나는?기분ㅋㅋㅋ,1,13.0,0
졸부는 모르겠다만 자수성가 하셔서 부자된 분들 보면 남들과 비교 절대안함,0,40.0,1
무능한 시키 잘 듸...ㅋㅋ,0,15.0,1
순시리가 uae매수한거네요!! uae도 적폡니다 여러분!!!!!,0,35.0,1
똑똑한 년이노,1,7.0,0
찌꺼기 대니 드비토.. ㅋㅋ,1,15.0,0
"그냥 sns에 한마디 라면 됨.

진실을 인양했을 뿐...",0,34.0,1
좋은여자 만나라 확률은 10프로인데 무조건 부모를 봐야된다. 재혼매물은 더욱 희박하겠지만...,0,52.0,1
이거 방탄유리야 개쉒끼야으,1,14.0,0
노크,1,2.0,0
그는 우연히 알려지지 않은 동물을 발견했다.,0,24.0,1
리프맨 되가 저런 숲에 살아 보고 싶게만드네 ㅎㅎ 전투신은 저글링 개떼들인줄알았네 ㅋㅌ,1,48.0,0
남산의 부장들,0,7.0,1
뭉클하다 짝짝짝,1,8.0,0
ㅋㅋㅋ제목졸웃,0,7.0,1
"진짜힘든놈은 왜그러냐물어보면 그냥 그런게있다 ㅋ
집이힘들어서글타 ㅋ 그러지 구구절절 말하는사람이어딨노

등록금 내가다낸다니까 사람들이 왜니가내냐물어볼때
그동안 인생이 머리속에떠오르고 이런게 정말 이유도모르고
부모가내는게 당연한 사람들으도있구나싶어 화도나고하지만

결국 있다 ㅋㅋ 별거아니다~ 한마디할수밖에없다니까",0,181.0,1
미국도 총기소지 금지 안하면 답없다.. 연봉 1억 줘도 미국 경찰은 되고 싶지 않다.,1,47.0,0
김혜자 봉준호 원빈 !!,1,13.0,0
호라시오의 고개를 삐딱하게 해놓고 쳐다보는 그 카리스마ㅋ,1,31.0,0
하나경 존경스럽다.,1,10.0,0
아... 안 본 눈 삽니다.,0,15.0,1
당신은 천재입니다,0,9.0,1
"처녀(!?)작은 벗기기 어렵게 설계됨.
정말 힘들게 공들여 벗겨낸 흔적이 여기저기...",0,49.0,1
휴,1,1.0,0
두 CIA 요원의 여자 쟁탈전,1,16.0,0
그니깐 저 원숭이들이 일본으로 도망쳤다 이거죠? 일본원숭이들!,1,34.0,0
와오늘꺼는소오오오름,1,10.0,0
좆은 언제쯤 되냐고요....,0,15.0,1
그거 보고 기절했어요.,1,12.0,0
어우 깔끔해 미만 잡,0,11.0,1
딜이 좀 아쉽다,0,8.0,1
이렇게...남보다 많이 받는 사람은 남보다 미움도 많이 받아.. Good,1,40.0,0
나 ㅜㅜ,1,4.0,0
저렇게 순수하고 맑고 자상하고 잘생긴 소년이 존재하긴 하려나..요즘같은 세상에..?,1,46.0,0
운수좋은날 소설도 애니도 넘 알싸하다,1,20.0,0
둘이 고시원에서 마주쳤을 때 표정 = 내 표정 울고 싶더라 진짜,1,35.0,0
