문장,혐오 여부
난 어렸을때봤던 2빼고 씨리즈중 4가 젤 잼있었다,1
좆족이 공기 중에 독을 풀었다!!!!!!!,0
또 보고 또 봐도 지루하지 않은 영화.. 어릴 적 비디오방에서 고사리 같은 손으로 빌려다 봤던게 기억난다. 순진한 꼬맹이는 디카프리오가 너무 잘생겨서 충격 받았엇는데...이제는 그가 늙은만큼 나도 너무나 자라버렸네..,1
조카랑 봤는데 피노키오쏭을 계속 흥얼거리네요. 뮤지컬 애니메이션! 기대이상이었습니다. 조권은 마치 피노키오에 빙의된듯! ㅎㅎ,1
퓨마 vs 도사,0
민폐 노총. 조폭 노총.,0
유나이티드 항공 같았음 곧바로 철창행인데... 그나마 같은 김치국 사람이라고 봐줬네. 쯧쯧쯧.,0
우돌식 적폐청산,0
너무재밌다,1
징용이 아니라 채용이였노,0
진짜 정색하고 봤네,0
@국뽕맞은넘 너 천조국 못와봤지,0
김치년은 죽여도 돼,0
한국의 실상을 보여주는 영화,1
옛날에 재밌게 봤는데 ㅋㅋ,1
"야는 이제 고향으로도 못돌아가네
끝까지 잘 살기 바란다",0
@오피품평회 97,0
미르 정말ㅋㅋ 저희 아이들이 너무 좋아하더라구요,1
에로티시즘의 절정!! 뛰어난 연출력과 탄탄한 구성력.,1
"아니 뭐 애국보수라도 된 줄 알았냐? ㅋㅋ 당연한거지 저게 ㅋㅋ

문제는 시발 지금 제대로 된 소리 하는놈이

우파에는 없다는거고",0
장애는 부끄러운게아니라 극복하는겁니다. 젠장 안이을수가 없군 3人,1
시발 막줄 소름ㅋㅋ,0
평점이 왜이럽니까ㅜㅜ,1
뻔한 디즈니풍 영화같지만 뭔가가 다르다..,1
핵꿀잼..안 보신분들 꼭 보세요.,1
아니 개병신새끼들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ지인한테 ㅈㄹ하는건 아니잖아 ㅋㅋㅋㅋㅋ,0
강건너 불구경 꿀잼,0
랍스터는 알겠는데 개구리 붕어는 뭔 의미야?,0
아... 연기들이 정말...,1
"'스틸 라이프'의 연장선상, 여전히 묵직하고 뭉클하다.",1
카밀라벨 봐도봐도 너무 예뻐요~~ ^^,1
"길지않아지루하지않고 짧지않아가볍지않은, 보는사람마다 다른생각을할수있게하는영화",1
@COC악력기 우리나라에 노무현 안깠던 새끼들이 몇이나 된다고 ㅋㅋㅋㅋ 지지율 한자리 찍고 탄핵 이야기까지 나온 새끼가 노무현인데 ㅋㅋㅋ,0
참 눈물이 글썽이게 만드는 영화네요 좋아요 추천,1
너무나 현실적이고 불편하지만 사람냄새가 나는 영화다.,1
어제 이수가서 완전 재밌게 보고왔습니다. 아즘마들 짱 조아함ㅎㅎ꼭보세요!,1
강인구속,1
"시발



















씨발!!!!",0
마연애시즌2플리즈~제발♡♡배우들은시즌1과동일~제2의막영애만들어보자규용~♡♡,1
곽부성을 인정한 최고의 킥복싱영화.사랑한다,1
여운이 이렇게 오래가는 영화는 처음.,1
화면도 너무 예쁘고 개성있는 캐릭터의 향연이라 보는 내내 미소가 떠나질 않는다는...ㅋㅋ아이들의 순수한 시선이 담겨져서 너무나도 사랑스러운 영화!!!,1
그냥... 말이 필요 없다.,1
필력 굿! 노조 새끼들 패악질에 경제가 더씹창나야 대다수의 사람들도 현실 인식한다..아직멀었다 더망해야된다ㅋㅋㅋ 문재앙 경제멸망 가즈아!,0
빅뱅!!안티들 상관 말고!1VIP는 영원한 빅뱅의 VIP니깐!!!상관말고 활동 열시미!ㅎㅎ,1
타인끼리 친밀해지기 위한...,1
영화 맨,1
9,1
"조카가 재밌게 잘봤다고, 두번 보면 안되냐고 그래요 ㅎㅎ 저도 재밌게 봤어요 ㅎㅎ 여진구 더빙이 어색하지 않고 좋았어욯ㅎ",1
이게 어떻게 12세야..나도 비위상했는데..잔인함..,1
와 대박..쩐다..진짜 재밌음..핵꿀잼임..하..,1
완전 귀엽....ㅠ_ㅠ..무민..ㅋㅋㅋ,1
굿,1
이거 어렷을때 봣을때 조금무섭긴햇는데 그래도 볼만햇던거같음,1
남자친구랑 1년 6개월동안 동거하다가 가슴아프게 헤어졌던적이 있는데 헤어지기전에 이영화를 봤다면 같이 봤었다면.. 하는 생각도 들고.. 대사 하나하나가 공감가고 현실적이네요,1
어떤 개새끼가 보도지침 내렸는지 밝히고 그개새끼를 대한민국에서 추방하자 ..........,0
"@홍어는사회악 원래 차별이란 게 굳이 이유가 있어서 하는 게 아닌데
그냥 우월감이나 자기 불만족 때문에 하는 거라 무슨무슨 이유보단 발전된 시민의식이 필요한 거 아니었냐?
나는 동유럽은 여행다녀봤는데 이탈리아까진 못 가봤음.
근데 뭐 아무튼 걱정할 정도는 아니란 거네?",0
@발로그 ㅋㅋㅋㅋㅋ,0
윤아은 안됨!!원작자님 캐스팅에 참여해주세요작품 망치면 안되잖아요,1
전혀 예상하지 못한 줄거리입니다ㅋㅋㅋㅋ 꽤 재밌게 봤네요,1
@근육폭발저장소 애비는 대구,0
추억속에 명화 날반하게 했던 데보라카 다시보니 가슴설레이네요^* 아름다운여인 데보라카 다시보니좋네요,1
@익명739c33 쳐망한일베에 홍어새끼들이 분탕치러올 필요나있냐? 븅신새끼,0
조선은 한반도 역사 중 가장 흑역사임,0
솔직히 말해서 단지 쓰레기봉지 찟어놓고 눈이 무섭다는게 싫다는 이유가 되지는 않는 것 같아요...자세히 들여다본적이 없으니까 다들 그렇게 말하는 거겠죠,1
냄'세'에서 거른다 ㅁㅈㅎ,0
심청이가 특별 출연할 줄이야....ㅋㅋ,1
"처음 본 우디 앨런의 영화, 재밌더라^^",1
감동적이였다 무엇보다 10대 여고생의 마음을 잘 이해해준 듯,1
"인상깊은 내용의 영화이다.성욕에서 공감도 가고 친구엄마를 죽이지않고 뱃속엄마를 죽이건 옳았다.모질고 더런인생 죽은친구를 보내며 함께가는장면은 내가생각해오던 것인데 역시나 생각을 하게해주는 영화이다.시체들과의춤,성욕,자살,그림 ..마무리 이것도 남는다",1
OCN에서 해주는데 잼나기만하네요,1
@익명d9910f ㄴㄴ 그래도 바로 안 나올걸 ㅋㅋㅋ 신청 수수료만해도 몇백 드는데 심사기간이 1년인가 걸리고 그렇게 되도 될지 안될지도 모름 ㅋㅋㅋ,0
휴지덮고 자다가 놀라는 쥐표정 >.< 아직도 안잊혀지는ㅎㅎ,1
너무 재밌어용ㅠㅠㅠ빨리 설난이 수백향공주가되는날이오긴ㅠㅠ,1
재미있다.,1
우리집TV에서 미스터 빈이나오는데 정말 재미있어요.,1
"한국 대기업이 국제시장에서 손해를 보는셈인데 쟤들은 머리가 1차원인가. 왜 좋아하지 ;
자국 기술발전되면 더 많은 기회가 주어지는셈이고
나라가 이도저도 아니면 어디가든 이도저도 아닌 취급을받게 된다는걸 모르나?
진짜 저런병신들이 득실거리니 선동꾼이 당선되지. 갑갑하다.",0
@논리로사람죽임 니애미,0
경비 아저씨 피자 한판에 홀딱 넘어감ㅋㅋ,1
김동연 아오진짜......,0
@진보천사 드루킹 김경수와 이재명 그리고 아들병역면제 이낙연은 괜찮다. -홍어좌빨문슬람대깨문 일동-,0
@전라도민1호 좆라도 살기 좋냐?,0
@벨로시티 달은 안보고 손가락만 보냐?,0
사랑하는 것을 떠나 보내야 하는 어머니는 위대한 분입니다... 아 어머니 알라뷰,1
대박,1
"""-출자 리치왕의 부활(소설) """"돌아가야 할 건 너다, 실바나스. 죽음이 너의 땅을찾아왔나니.""""""",1
마지막에 갑자기 끝나서 아쉬웠습니다,1
한국은 원래부터 G7에 끼지도 못함,0
"한국이 아무리 진도8 내진설계에 4세대 원전 3단계 안전장치해도 짱개 한번 터지면 걍 끝임ㅋ
근데 짱개들도 원전 터지면 지들도 좆떼는데..재대로 건설하고 있을려나",0
이념을 떠나서 사람의 근본이 그런거 였구나.,0
뛰어난 대사들과 배우들의 자연스러운 연기.,1
초코케이크 때문에 10점ㅋㅋㅋ 마틸다 재밋게 봄^^,1
@슈크림힛 지금봐라,0
젊은 감독 젊은배우들이 함께한 젊은 영화였습니다.신선했어요^^,1
블리츠크랭크의 할아버지(?),1
현실적이잖아. 돈아 브랜든을 따라갔다면 좀 달라지지않았겠어??,1
ㅠㅠ 마지막에 피스케랑 헤어지는거 보고 많이울었음,1
평점은 7이 적당,1
중학교때 담임이 완전 골수우파였음 조례 종례시간에 국기에대한 경례하고 급훈이 멸공 이었다 ㅋㅋㅋㅋㅋ 땡삼이가 대통령 하던시절임,0
홍어들 배 전부 갈라보자. 북한놈들처럼 기생충 나오는지 보자.,0
바니♥ 시즌7빨리나와랑,1
뻥ㅈㅎ,0
왜 이 감독을 천재라고 하는지 알게 됐다. 우리 모두의 이야기로 이렇게 멋진 영화를 만들어 낸 것이다. 대사 하나 행동 하나 그리고 그 안에 담긴 마음 하나하나가 모두 우리들이 품고 살아가며 몇번이나 마주하는 것들이다.,1
사귈땐 서로 물빨 존나하다가 다른여자로 갈아타서 그걸 복수한거지 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
정말재미가 있어서 한참을 고민했어요~~ 이렇게 신날수가 ㅋ 그림 넘예뻐요 ㅎ,1
"친구랑 봤는데 둘 다 개흥분!!! 오언조, 장가휘의 빛나는 미모보다 더 빛나는 연기!!! 그리고 강렬한 화면, 흥미진진... 2 나왔으면 좋겠다 쀼잉쀼잉",1
@갓문돌 모욕죄 사실적시 명예훼손죄 없어지면 일베 천하무적 되서 선동 안먹힘요ㅋㅋ,0
첫사랑은 이루어질 수 없다! 라는 것은 진리인가! 그저 안타까울 뿐,1
정말 재미있게 봤습니다^^!!,1
@그래내가씹선비다 글쓴놈이 하고 있고 제일 전문가일걸,0
이게 왜 6점인지 모르겠네 적어도 7.5점 이상은 된다고 생각함 ㅋ,1
이런게 힐링 영화지^^,1
마계인천 집값떨어지는 소리 들리노 ㅋㅋㅋㅋㅋ,0
고소당하지 않았냐?,0
이러니 좆재앙이 국민과의 대화도 자기편만 모아서 진행했지 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
배우랑 배경이 너무 좋아서,1
중년남성들이 아니더라도 솔로혹은 전애인을 사귀었던 사람들도 좋아할만한영화,1
가끔씩 되새겨보는 아련한 감성의 영화,1
@익명_af3bf5 ㅋㅋㅋㅋㅋㅂㅅ,0
차 무슨차냐,0
왜놈들은 두들켜 패야됨,1
마틴 로렌스 정말 웃기다 얼굴만 봐도 웃음이 나온다,1
이루어지지 않은 사랑도 아름답다.,1
절대 현금은 뭔 문장이냐 ㅋㅋㅋㅋㅋ,0
외교도 재앙 ㅋㅋㅋ,0
그럼내가깨야지데헷ㅇ,1
말투나 사투히도 여오ㅑㅇ이 있지 않나??,0
조지가 귀엽네ㅋㅋ,1
아..ㅋㅋㅋ사람들너무한다진짜 이러쿵저러쿵 사건이 생겼다고 영화를 봐야지 사건을 입혀서 보니까 그래 ㅋㅋㅋ난 잠오는데 설마해서 봤구만 ㅋㅋㅋ재밌고 좋구만뭘 이번엔 혼자봤는디 담엔 마눌이랑 함더봐야겄당.ㅋㅋ,1
"예전에 볼 때는 몰랐는데, 지금 보니까 더 감동이네요ㅠㅠ 특히 마지막에 노래가 진짜 감동적이었어요... 지금 이 애니의 가치를 알아본 게 아쉽기만 하네요.",1
"2심 재판부 메갈이냐 ㅋㅋㅋ


난 진짜 이런거 보면 위안부가 있을 수가 없다는 생각이 들어


지금 이렇게 잘사는 한국에서도 여자들이 전부 보지팔이 창녀마인드인데


무고죄가 인구대비 일본보다 500배가 많은데 무슨 위안부야 미친년들",0
상병신,0
ㅆㅅㅌㅊ네,0
"거의1,8 년전에 나온 작품. 개봉당시엔 10살이었기에 이영화를 처음봤던건 중,고등학생때였지만 10년전이나 지금이나 이영화를 보고나서 엄습해오는 싸한 공포와 소름은 여전하다. -bj퍼플룸",1
@악마의섬신안 ㅋㅋㅋ,0
섬뜩할 정도로 치밀하다.,1
어릴적에 누나가 dvd로 빌려왔는데.. 이제는 구하기 어렵네ㅠㅠ,1
아 또 보고 싶다ㅎ,1
감동 ...열정 ..환희..사랑..자존심,1
Good 좋아요재밋고근데질질끌지좀말자,1
값으로 환산할 수 없을 만큼 귀엽고 황홀한 캐릭터 ㅠㅠ,1
재미있다 감동 적이고 유쾌했던 이야기 우리 아빠도 저랬으면 좋겠다 ㅋㅋ,1
정말 말이 필요없는 최고의 영화. 단순한 영화가 아니라 역사적인 자료로도 훌륭함ㅋ,1
@익명a93806 걍제목으로 검색. 1년전껀 38아재 라거 치면나옴,0
재밌었어요,1
"@보지의피땀 ㅋ보짓물홀딱말라서넣을수나있겄냐쒸벌,,ㅎㅎ,,",0
이보영님 짱좋아 이제 그만 우셨으면 서동공 울리지마세염,1
재미만 아닌 아이들 감성에 맞춘 서정적인 영화!! 이런영화가 많아져야 한다~~~울딸은 넘 만족^^,1
@익명b3653d 왜겠냐? 베이비붐세대들 현역비율 50퍼 미만이라 군필보다 미필이 더 많음ㅋㅋ 난 피했으니 됐고 느그들은 좀 제대로 해라 꼰대마인드,0
오카다 마사키는 풋풋한 멜로에 정말 잘어울리는듯하다. 뭔가 첫사랑같은 느낌? 설레는 느낌을 주는 배우. 일본 멜로의 잔잔함이 이 영화에서도 드러난다. 청소년의 학업과 사랑 사이에서의 갈등도 무각본인만큼 자연스레 연기하여서 더욱 공감하며 봤다.,1
대통령도 적폐공기업도 적폐다 이기야 ㅋㅋㅋ,0
책보다의 설레임을 주진 못하지만 니 오네긴을 영상을 보다니!,1
한국영화는 왜 이렇게 만들지 못 할까? 신선하고 잼있었다..,1
만화게이 돌아왔구나!,0
"GM이야 예정된 수순임.. 스파크 맛 가면서 끝났다고 봐야지. 이후에 아반떼,소나타 경쟁작들이 줄줄이 말아먹으면서 뭐 이젠 답도 없다. 그런데도 노조 파업에 뭐에 나같아도 걍 공장 폐쇄하고 동유럽이나 동남아에 공장 짓고 말지. 북한문제에 뭐에 안그래도 좆같은데 노조까지 설치니 머리 안아프겠냐",0
초호화캐스팅에 비해서는 살짝 부족한면도 있지만 충분히훌륭한영화다 소장영화중하나,1
"이런 1인칭 기법과 전개방법이 다큐멘터리 형식이라 몰입도 긴장감과 스릴을 몸소 느낄 수 있는 영화다. 기대 안했는데 기대 이상이었다. REC1,쿼런틴,더터널 과 더불어 이 영화는 영화와 내가 물아일체가 된다.",1
"1.스즈무라
2.소노다
미만잡",0
"1급 비밀 군장교 인사자료를 커피카페에서 두고 나와 깜빡 실수했다고 하는 정부인데 그 사람 징계도 안했을듯
군 참모총장이 청와대 인사와 카페에서 친목질 하며 1급 보안자료 건내주고",0
물어볼 것이 있는데 저 망원경 어디서 산 거야?? 그리고 카메라 렌즈?,0
꿈.내가진짜원하는것 을 어떻게하는지알게된영화,1
난 잘봤다고 말한다,1
"유시민 특징
근거도 틀리고 예측도 틀림 늘 틀림
얼굴표정과 말투는 100% 사실인척 실감나게 표현함
그게 유일한 능력임 좌좀병신들은 그거에 열광함",0
"기사가 과장이 좀 많이 되었다.

저거 유튜브에 보면, 예전에 mbc에서 특집 다큐멘터리로 만들어 놓은 거 있다.

저 작전은 알고보니, 인천상륙작전 이후에 일어났다. 작전명령서가 있어서 알 수 있었다. 인천상륙작전 성공을 위한 기만전술이라고 하는 건 착오였다. 당시 학도병들이 날짜 기억을 잘 못했는데, 그게 다큐에서도 나온다. 그리고,

그때 학도병들은 전투목적으로 간게 아니다. 일종의 살아움직이는 위장전술병이었는데,

인명피해가 많이 난 이유가 이때 저들을 인솔한 미군장교가 먼저 전사하고, 뒤이어서 한국인 선장도 전사하는 바람에 해안에 갇히게 된 때문이다.

육본에서 구조대를 보내려고 했지만, 때마침 태풍인가 폭풍우인가가 몇일 계속 오는 바람에 배를 띄울 수가 없었다고 한다.

인솔자가 사라진 학도병들은 배 안에 갇혀있다가, 해안쪽으로 진출하려고 하다가, 적의 해안 경비병들에게 집중사격을 당하고 다시 배로 돌아간다. 이때 엄청난 인명 피해가 생긴거다. 당시 북괴군도 인천상륙작전 직후라, 자기들도 후퇴하는 상황에서 배안으로 진입은 못하고, 제압사격만 한 것으로 생각된다.

암튼 학도병들도 고생이 많았는데, 사실 관계는 저 기사와 다른 점이 많다. 더 궁금한 사람들은 유튜브에서 한번 찾아봐라.",0
주작이네,0
ost가 좋아서 별 10개,1
아이가 너무너무 조아해요 ㅋㅋㅋㅋ 또 보고싶다면 난리인지 ㅋㅋㅋㅋ한번 더 가야할듯싶어요~~,1
로코좋아하는분께추천!,1
배우들 연기가 다 좋네요. 상받을만하네여,1
저게 전부 장달영변호사가 서포터 해주는거다,0
김제동 어쩌다 저렇게 됐냐?,0
저 새끼는 북한생각밖에 없음.,0
임의제출식 압수수색이라서 효과 적을듯,0
@5alvador 정작 현시국에 나라망해라 국까짓 하는건 일베 우좀 일뽕 틀딱들인데 ㅋㅋㅋ,0
"좃국도 15번 보고를 받고 헐 ! 트리풀 크라운
공수처 운용 된다 해도 어찌 해볼 도리가없네",0
이건 중국 짱깨들이 손쓴거다. 문재앙은 짱개의 개니까.,0
영화는 명작입니다여기서 나온 현상인데 납치된 사람이 납취한 사람을 돕는 현상을 무슨 현상이라고 하나요??,1
"요즘 영화론 절대 느낄수 없는 짠한 감동의 영화. 이영화를 본 사람 중에 눈물을 흘리지 않는 사람은 아마 없을듯. 강아지,원숭이 할아버지의 포스터는 보기만 해도 뭉클해진다....",1
오래 기억되는 최고의 영화가 아닐까...,1
저도우연히 케이블에서 봤는데 허비 진짜귀여움 ㅠㅠ 근데케빈이 저스틴롱이었구나;;,1
랑크도 없고 니가 욕 대신 쳐먹고 ㅁㅈㅎ도 쳐먹어라,0
@익명640ef9 사진 원본 누구임?,0
그 신의한수가 그 신의 한수 가 아닌디,0
평점 왜이렇게 낮지? 최고인데 .. 안보신분 제발 얼른 보세요 넘재밌어요,1
잘봤습니다 굳굳 러셀크로우때문에 봤는데 역시 두배우 다 최고,1
시발 개돼지의 나라는 없어지는게 답임,0
브금 주의 안 써놓냐 시발년아 ? ㅁㅈㅎ 쳐먹어,0
예끼 이사람아 ㅠㅠ,1
생각나는 예쁜영화입니다,1
2베 준다,0
Very good!,1
"유포는 빼박 범죄

이번 건은 경찰 조사 나와봐야

별개로 외국처럼 포르노합법화 됏으면",0
계속 몰입하면서 볼 수 밖에 없던 영화.,1
"실화라니,,, 눈물이 안 흐를수가 없었다..",1
아주 굿 베리굿 나이스굿,1
이거 너무 보고싶은데.. 상영하는지 몰랐어요 ㅠㅠ 이제 상영하는곳이 없네요..,1
@쿼터백 ㅈㄹ하고앗네 소련 망하고 아직까지 운지중이구만,0
저건 감성적판결이 아니라 싸이코패스년인거 이성적으로 정확히파악하고 이나라를 범죄자나라로 만들고 가정과사회를 파괴한후에 사회주의공산체제로 가기위한 전라도좌파들의 큰그림의 일부인거임,0
주병진 꽃뱀은 아직도 LA에 있다며,0
교사가 미성년자인 학생을 공격하네 와,0
"의거하면 역사에 남는서다



어차피 시대가 시대이니만큼 안중근 의사처럼 살해했다고 고문당하다 바로 사형집행 때리진 않을꺼다



보수정권으로 바뀌면 사면될 가능성이 크다",0
엔딩크레딧을 끝까지 보게되는 영화가 있네요...황홀하게 혹은 담백하게 그리고 차분하게..아주 좋은 영화입니다.,1
"내가 제일 혐오하는 음식 중 하나가



전라도국밥이다



ㄹㅇ 이건 씨발 국밥이 아니라 깨가루밥 내지 개죽 정도 되는 거 같음



식감도 좆같고 돼지육수와 고기 그리고 밥의 삼위일체 조화를 찾아볼 수가 없음",0
완전 푹~ 빠졌던 드라마 엿음~ 그리고 마지막에 연재 안 죽어서 다행~~,1
제발 외국영화 제목 좀 베끼지 마라. 이 명작에 한드 평이 있다니 ㅉㅉ,1
조선민주주의 공화국의 독재시대를 앞당기는데 충견처럼 선봉대 역할을 충실히수행하는 좆병신들...,0
무협을 좋아하는지라 여배우도 이쁘고 반전도 있고 재미있음.,1
"강용석은 신뢰가 좀.. 도도맘 사겨서 감옥도 갔다오고


의혹은 있지만 박원순 아들 논란도 결국 무혐의로 밝혀짐


소설 너무쓴다",0
난 디게 재미있게 봤는데ㅋㅋㅋㅋㅋㅋㅋ,1
@애게공인병신 언론이 만든 괴물이야 우리가 개돼지라서 그렇게 된거야,0
"미드광인 나, 별로라고생각했지만 점점 사이먼의 매력에 풍덩..팬이됬다",1
개씨팔년!!!,0
이 영화가 별로라고?? 영화는 볼 줄 아냐?!! 스릴러치고 꽤 괜찮은 작품이다!!!,1
아기가 다치면 안된다. 찰리 배빗이 다치면 안돼.,1
조금 엉뚱하다고 해야하나요?? 그래도 처음엔 재미있었음 ^^,1
"딱 이거네
마음에 저런 행위를 품고 있으니 그게 현실로 이루어 진것

인간 내면 자체에 온갖 사악한 마음이 수시로 침투 하는데 그때 그때 차단하고 싸워 나가야 하는 이유가 바로 이런 사유 때문이다.",0
문재앙 ㅅㅂ놈 북한 극딜했다고 이중잣대 드리대서 집어넣겠네,0
@nuclearDJ 홍빨망이지,0
"굳이 이런 스탠스 아니어도 박미선은 걍 좋음...

적정선 잘 지키고 재밋고 사람이 착하고 올바름",0
"@어너블라 아따 고새끼 ㅇㅂ를 줘도 지랄이노!
심술 났노 이기??",0
"전혀 영향력 없는기사 ㅁㅈㅎ

데미지 1도 안먹힐듯",0
"@익명172d22 사실 초딩도 여기까지 쉽게 도달하곤 한다.

따라온 거에 너무 자아도취하지 마라. 굿밤.",0
요즘엔 1:30 짤뿐이라이게 시간때ㅝ줌,1
킴여사 5000억 실검가즈아,0
"세월호 = 사고

Fact",0
시발 2대1은 너무하노,0
우리나라 타워의 원작,1
"무현굿즈

개부럽노",0
이영화의 시나리오는 완벽에가까운 글쓰기이다,1
우주 SF 메니아가 본 이영화 평점은 10점,1
"동생 보여주려고 본건데 정말 고등학생이 봐도 유치하지않는 영화! 환경문제와 변해가는 사람의 모습을 정말 잘표현했네요. 뮤지컬 적인 부분도 하나의 재미였고요. ㅋㅋ 아름다운 영상미 ... 슈퍼배드 제작진 , 제대로 일냈습니다.",1
내사랑 디카프리오 얼굴보려고 다운받았는데 세상에 조니뎁의 미모와 영화의 잔잔한 감동에 취해 디카프리오는 잊은지 오래 ㅋㅋㅋ,1
곽지민 매력터진다~♡♡,1
하여간 입만열면 문벌구,0
880조 ㅋㅋㅋㅋ,0
남자랑 여자랑 싸웟는데..아무리 생각해도 남자가 잘못한게없는데 분위기 좆같아서 억지로 사과하는거랑 같다 (예상댓글:찐),0
"@싼마이네 니부터 해 병신아

ㅇㅂ줄게",0
영상미 아름답고 주인공의 사랑이 순수하고 풋풋하다. 한 번 더 보고싶은 영화!,1
시사회에서 보고 반해버린 영화였어요.,1
"@좆문가아님 ㅋㅋㅋㅋ 근데 시드니가 짱깨비율 멜번보다 높냐?

멜번도 항상 무료트램이라 그런가 사람존나많이타서 짜증났는데 짱깨 ㅈㄴ많더라고 ㅋㅋ

그리고 다른도시는 모르겠는데 멜번엔 이쁜백마들 많더라 ㅋㅋ",0
진짜 보는 내내 정신병 드는기분 무엇보다 시간 가는줄 모르고봄,1
ㅋㅋㅋㅋㅋ씨발 머중이인줄,0
볼만함. 8점정도는 되는거같은데 문란한 스토리땜에 1점짜리를 많이받아 그런거같음.,1
518 유공자는 아시아나랑 대한항공 얼마나 할인됨??,0
보기싫음 보지마 재미지구만 뭔 불만이여,1
워킹맘이라면 누구나 공감할 수 있는 영화네요. 재미있게 봤어요. 좀 과장된 부분도 있지만 마지막엔 자연스레 미소가 번지는 그런 영화에요.,1
보면 볼수록 진하고 새롭다.,1
탄핵각이다 ㄹㅇ,0
모두 원작을 망쳤다 이런얘기가 많지만 난 재밋었다ㅡ ㅡ,1
다운로드해주세요 동생 보고 싶어해요,1
ㅋ,1
"http://m.ilbe.com/view/11203130280
위안부에 대한 당시 조선인들의 인식.txt",0
항상 미열을 띤 채 사랑한 베티,1
@호구새끼왕 가계정이면 노상관이지 사이버 모욕죄 명예훼손이 전세계에서 우리나라에만 있는 법이라 페이스북 가계정이면 신상정보를 경찰에 안준다,0
그럭저럭...,1
아....ㅆㄹㅇ 명작,1
"자살을 할 수 도 있지만

자살을 당할 수도 있지 않는가?",0
2천베감 ㅇㅂ,0
"ㅋㅋㅋ 굿

노래도조아",0
THE BEST EVER,1
전라도나 좌좀아니면 언론사 떨어진다,0
캐릭터 상품이 나와두 좋았겠단 생각이 듬. 안경사달라고 난리... ㅡ.ㅡ,1
"친중파 역적들 토착짱개 매국노들 얼마 안남았다.

다 각자가 뿌린대로 거둔다 이기야.

기억해라. Hell is FOREVER ㅇㅇㅗ",0
시즌1을 수없이 돌려봤던 사람이고 2는 중간 보다가 지니어스 안보고 지냈는데 시즌 3는 정말 재밌게 봤습니다. 특히나 절도나 친목질이 없어 더 잼있었네요,1
재밌고 통쾌한영화 ㅋㅋ,1
헐...충격적이긴 하네..처음부터 끝까지 아주 극단적으로만 몰아붙이니~,1
이거보고 조원진으로 정했다,0
이렇게 화끈하고 독특한 국내 액션영화는 처음이다.,1
@일베불고렙 Dixiecrat. 딕시크레트.,0
도대체 저 아가리 벌리고 웃는건 누가 코치 한거냐.,0
@진오 촛불이 없거든.,0
노란색이 정말 싫다,0
저게 뭐가문젠데 지랄하냐?,0
나도 노오란 리본이나 만들어 팔까?,0
ㅈㅈㅂㅁㅈㅎ 주려다 팩폭 ㅇㅂ준다,0
이때 아놀드는 터미네이터2를 찍고있었지 아마? ㅋ,1
헐 정말 재밌게 봐서 평점 확인하러 왔는데 심하네. 못해도 8점대는 줘야지,1
ㅌㅡㄹ,0
재잇그만 소재도 갠찬고맨날 학교만 찾아가는 한국공포물보단 ㅎㅎ,1
정말 오래전에 봤었지.. 이 영화하고 장예모감독의 인생. 중국영화하면 딱 요 2개밖에 기억이 안나..,1
군조너무멋있다 마지막 멈춤표시 정말 ㅠㅠㅠㅠ,1
굳,1
ㄹㅇ인게 해열제 먹으면서 버텼다는 중국인이 나왔는데도 ㅋㅋ 열감지만하고 보내준거지 ㅋㅋ 14일 격리 시켜도 모자를판에 아마 그런식으로 들어온 애들만 수두룩할겋,0
결코 가볍게 볼수 없는 영화. 신념이란것이 얼마나 중요한지를 말해주는 영화.,1
"흔히 보는 아름다운 여배우가 없어도, 그 어떤 한국 영화보다 아름다웠던 아이들과, 영화!!!",1
@노회찬해이 말은 바로 해야제 기무사 병신만든게 아니고 그냥 증발시킴,0
감동적입니다.,1
이 영화는 진정 희대의 역작이다. '코미디+스릴러'. 일단 개그코드가 나랑 맞아서 그런지는 모르지만 미치도록 웃기다. 특히 송새벽이 웃기다. 그리고 이 영화의 절반은 스릴러. 코메디영화에서 이 정도면 훌륭하다. 별점짠 나이지만 정말 간만에 9점주고싶다,1
현 남친 어휘력 왜 저럼???,0
와..ㅠ_ㅠ 너무감동적이다...순수하구..,1
Amazing Grace!,1
섹시한 예술영화...서정적인 음악이 예술성을 더해줌..,1
진짜 기대를 안해서 그런지!!! 완전 재밌게 봤음... 흥행못했다니 안타깝다!,1
미국 만세,0
야 신안은 강간무죄냐?,0
애증이 교차하는 싸이코 무비의 정수,1
처음 본 에로 영화..,1
이건 실화를 바탕으로 한 영화 일본이 과거에 어떠한 더러운짓을했는지 극히 일부만 보여줬는데도 공감이 됬다,1
"@국민경제자문회의 내 지금도 생생한 당시 2004년 12월31일 ㄹㅇ 칼바람 부는 국회의사당 앞 도로에 우파동지들이 텐트치고 석유 난로 하나 갖다놓고 밤샘 릴레이 할때
단 하루 였지만 참석 했었다. 지금은 당시 기억이 가물 하지만 니 글을 보니 너 말이 ㄹㅇ 인듯 싶다. 기억 상기케 해줘서 ㅇㅂ",0
재밌습니다. ^^,1
@번만살려주라 또갔능가~!,0
아아 또보고 싶다....ㅠㅠ,1
